"","subject","item","Rating","Anim","Trans"
"2391",50,"39",7,"basic",3
"2392",50,"40",3,"inverse",3
"2393",50,"41",7,"inverse",3
"2394",50,"42",7,"inverse",3
"2395",50,"43",6,"basic",2
"2396",50,"44",7,"basic",2
"2397",50,"45",7,"basic",2
"2398",50,"46",7,"inverse",2
"2399",50,"47",5,"inverse",2
"2400",50,"48",6,"inverse",2
"2401",51,"1",2,"basic",9
"2402",51,"2",7,"basic",9
"2403",51,"3",3,"basic",9
"2404",51,"4",7,"inverse",9
"2405",51,"5",7,"inverse",9
"2406",51,"6",7,"inverse",9
"2407",51,"7",7,"basic",8
"2408",51,"8",7,"basic",8
"2409",51,"9",5,"basic",8
"2410",51,"10",5,"inverse",8
"2411",51,"11",5,"inverse",8
"2412",51,"12",7,"inverse",8
"2413",51,"13",7,"basic",7
"2414",51,"14",6,"basic",7
"2415",51,"15",3,"basic",7
"2416",51,"16",6,"inverse",7
"2417",51,"17",5,"inverse",7
"2418",51,"18",5,"inverse",7
"2419",51,"19",7,"basic",6
"2420",51,"20",7,"basic",6
"2421",51,"21",7,"basic",6
"2422",51,"22",7,"inverse",6
"2423",51,"23",7,"inverse",6
"2424",51,"24",7,"inverse",6
"2425",51,"25",3,"basic",5
"2426",51,"26",7,"basic",5
"2427",51,"27",6,"basic",5
"2428",51,"28",7,"inverse",5
"2429",51,"29",5,"inverse",5
"2430",51,"30",7,"inverse",5
"2431",51,"31",4,"basic",4
"2432",51,"32",7,"basic",4
"2433",51,"33",3,"basic",4
"2434",51,"34",7,"inverse",4
"2435",51,"35",7,"inverse",4
"2436",51,"36",7,"inverse",4
"2437",51,"37",6,"basic",3
"2438",51,"38",7,"basic",3
"2439",51,"39",5,"basic",3
"2440",51,"40",7,"inverse",3
"2441",51,"41",6,"inverse",3
"2442",51,"42",7,"inverse",3
"2443",51,"43",5,"basic",2
"2444",51,"44",7,"basic",2
"2445",51,"45",7,"basic",2
"2446",51,"46",7,"inverse",2
"2447",51,"47",6,"inverse",2
"2448",51,"48",7,"inverse",2
"2449",52,"1",7,"basic",9
"2450",52,"2",7,"basic",9
"2451",52,"3",7,"basic",9
"2452",52,"4",7,"inverse",9
"2453",52,"5",7,"inverse",9
"2454",52,"6",7,"inverse",9
"2455",52,"7",7,"basic",8
"2456",52,"8",7,"basic",8
"2457",52,"9",6,"basic",8
"2458",52,"10",7,"inverse",8
"2459",52,"11",7,"inverse",8
"2460",52,"12",7,"inverse",8
"2461",52,"13",7,"basic",7
"2462",52,"14",6,"basic",7
"2463",52,"15",7,"basic",7
"2464",52,"16",7,"inverse",7
"2465",52,"17",6,"inverse",7
"2466",52,"18",7,"inverse",7
"2467",52,"19",7,"basic",6
"2468",52,"20",7,"basic",6
"2469",52,"21",7,"basic",6
"2470",52,"22",6,"inverse",6
"2471",52,"23",7,"inverse",6
"2472",52,"24",7,"inverse",6
"2473",52,"25",7,"basic",5
"2474",52,"26",7,"basic",5
"2475",52,"27",7,"basic",5
"2476",52,"28",7,"inverse",5
"2477",52,"29",7,"inverse",5
"2478",52,"30",7,"inverse",5
"2479",52,"31",7,"basic",4
"2480",52,"32",7,"basic",4
"2481",52,"33",4,"basic",4
"2482",52,"34",7,"inverse",4
"2483",52,"35",7,"inverse",4
"2484",52,"36",7,"inverse",4
"2485",52,"37",7,"basic",3
"2486",52,"38",6,"basic",3
"2487",52,"39",7,"basic",3
"2488",52,"40",3,"inverse",3
"2489",52,"41",7,"inverse",3
"2490",52,"42",7,"inverse",3
"2491",52,"43",5,"basic",2
"2492",52,"44",7,"basic",2
"2493",52,"45",7,"basic",2
"2494",52,"46",7,"inverse",2
"2495",52,"47",7,"inverse",2
"2496",52,"48",7,"inverse",2
"2497",53,"1",5,"basic",9
"2498",53,"2",6,"basic",9
"2499",53,"3",6,"basic",9
"2500",53,"4",6,"inverse",9
"2501",53,"5",7,"inverse",9
"2502",53,"6",3,"inverse",9
"2503",53,"7",6,"basic",8
"2504",53,"8",5,"basic",8
"2505",53,"9",7,"basic",8
"2506",53,"10",6,"inverse",8
"2507",53,"11",5,"inverse",8
"2508",53,"12",6,"inverse",8
"2509",53,"13",6,"basic",7
"2510",53,"14",6,"basic",7
"2511",53,"15",4,"basic",7
"2512",53,"16",6,"inverse",7
"2513",53,"17",6,"inverse",7
"2514",53,"18",4,"inverse",7
"2515",53,"19",6,"basic",6
"2516",53,"20",6,"basic",6
"2517",53,"21",7,"basic",6
"2518",53,"22",6,"inverse",6
"2519",53,"23",4,"inverse",6
"2520",53,"24",7,"inverse",6
"2521",53,"25",3,"basic",5
"2522",53,"26",6,"basic",5
"2523",53,"27",6,"basic",5
"2524",53,"28",4,"inverse",5
"2525",53,"29",6,"inverse",5
"2526",53,"30",7,"inverse",5
"2527",53,"31",5,"basic",4
"2528",53,"32",6,"basic",4
"2529",53,"33",5,"basic",4
"2530",53,"34",7,"inverse",4
"2531",53,"35",7,"inverse",4
"2532",53,"36",6,"inverse",4
"2533",53,"37",7,"basic",3
"2534",53,"38",5,"basic",3
"2535",53,"39",6,"basic",3
"2536",53,"40",5,"inverse",3
"2537",53,"41",7,"inverse",3
"2538",53,"42",7,"inverse",3
"2539",53,"43",5,"basic",2
"2540",53,"44",7,"basic",2
"2541",53,"45",6,"basic",2
"2542",53,"46",5,"inverse",2
"2543",53,"47",6,"inverse",2
"2544",53,"48",3,"inverse",2
"2545",54,"1",5,"basic",9
"2546",54,"2",6,"basic",9
"2547",54,"3",6,"basic",9
"2548",54,"4",4,"inverse",9
"2549",54,"5",5,"inverse",9
"2550",54,"6",5,"inverse",9
"2551",54,"7",5,"basic",8
"2552",54,"8",5,"basic",8
"2553",54,"9",5,"basic",8
"2554",54,"10",5,"inverse",8
"2555",54,"11",6,"inverse",8
"2556",54,"12",5,"inverse",8
"2557",54,"13",6,"basic",7
"2558",54,"14",4,"basic",7
"2559",54,"15",5,"basic",7
"2560",54,"16",4,"inverse",7
"2561",54,"17",5,"inverse",7
"2562",54,"18",6,"inverse",7
"2563",54,"19",6,"basic",6
"2564",54,"20",6,"basic",6
"2565",54,"21",4,"basic",6
"2566",54,"22",5,"inverse",6
"2567",54,"23",5,"inverse",6
"2568",54,"24",6,"inverse",6
"2569",54,"25",5,"basic",5
"2570",54,"26",6,"basic",5
"2571",54,"27",6,"basic",5
"2572",54,"28",5,"inverse",5
"2573",54,"29",6,"inverse",5
"2574",54,"30",5,"inverse",5
"2575",54,"31",6,"basic",4
"2576",54,"32",5,"basic",4
"2577",54,"33",5,"basic",4
"2578",54,"34",6,"inverse",4
"2579",54,"35",6,"inverse",4
"2580",54,"36",5,"inverse",4
"2581",54,"37",6,"basic",3
"2582",54,"38",5,"basic",3
"2583",54,"39",6,"basic",3
"2584",54,"40",5,"inverse",3
"2585",54,"41",6,"inverse",3
"2586",54,"42",5,"inverse",3
"2587",54,"43",6,"basic",2
"2588",54,"44",5,"basic",2
"2589",54,"45",6,"basic",2
"2590",54,"46",6,"inverse",2
"2591",54,"47",5,"inverse",2
"2592",54,"48",5,"inverse",2
"2593",55,"1",6,"basic",9
"2594",55,"2",6,"basic",9
"2595",55,"3",5,"basic",9
"2596",55,"4",5,"inverse",9
"2597",55,"5",5,"inverse",9
"2598",55,"6",2,"inverse",9
"2599",55,"7",7,"basic",8
"2600",55,"8",7,"basic",8
"2601",55,"9",5,"basic",8
"2602",55,"10",6,"inverse",8
"2603",55,"11",3,"inverse",8
"2604",55,"12",6,"inverse",8
"2605",55,"13",7,"basic",7
"2606",55,"14",5,"basic",7
"2607",55,"15",2,"basic",7
"2608",55,"16",1,"inverse",7
"2609",55,"17",3,"inverse",7
"2610",55,"18",2,"inverse",7
"2611",55,"19",6,"basic",6
"2612",55,"20",7,"basic",6
"2613",55,"21",2,"basic",6
"2614",55,"22",7,"inverse",6
"2615",55,"23",4,"inverse",6
"2616",55,"24",7,"inverse",6
"2617",55,"25",6,"basic",5
"2618",55,"26",7,"basic",5
"2619",55,"27",5,"basic",5
"2620",55,"28",3,"inverse",5
"2621",55,"29",6,"inverse",5
"2622",55,"30",7,"inverse",5
"2623",55,"31",6,"basic",4
"2624",55,"32",7,"basic",4
"2625",55,"33",2,"basic",4
"2626",55,"34",5,"inverse",4
"2627",55,"35",6,"inverse",4
"2628",55,"36",6,"inverse",4
"2629",55,"37",4,"basic",3
"2630",55,"38",6,"basic",3
"2631",55,"39",6,"basic",3
"2632",55,"40",3,"inverse",3
"2633",55,"41",6,"inverse",3
"2634",55,"42",7,"inverse",3
"2635",55,"43",1,"basic",2
"2636",55,"44",7,"basic",2
"2637",55,"45",6,"basic",2
"2638",55,"46",7,"inverse",2
"2639",55,"47",6,"inverse",2
"2640",55,"48",7,"inverse",2
"2641",56,"1",6,"basic",9
"2642",56,"2",7,"basic",9
"2643",56,"3",7,"basic",9
"2644",56,"4",7,"inverse",9
"2645",56,"5",7,"inverse",9
"2646",56,"6",7,"inverse",9
"2647",56,"7",7,"basic",8
"2648",56,"8",7,"basic",8
"2649",56,"9",7,"basic",8
"2650",56,"10",7,"inverse",8
"2651",56,"11",7,"inverse",8
"2652",56,"12",7,"inverse",8
"2653",56,"13",7,"basic",7
"2654",56,"14",7,"basic",7
"2655",56,"15",7,"basic",7
"2656",56,"16",7,"inverse",7
"2657",56,"17",7,"inverse",7
"2658",56,"18",6,"inverse",7
"2659",56,"19",7,"basic",6
"2660",56,"20",7,"basic",6
"2661",56,"21",7,"basic",6
"2662",56,"22",7,"inverse",6
"2663",56,"23",7,"inverse",6
"2664",56,"24",7,"inverse",6
"2665",56,"25",7,"basic",5
"2666",56,"26",7,"basic",5
"2667",56,"27",7,"basic",5
"2668",56,"28",7,"inverse",5
"2669",56,"29",7,"inverse",5
"2670",56,"30",7,"inverse",5
"2671",56,"31",7,"basic",4
"2672",56,"32",7,"basic",4
"2673",56,"33",7,"basic",4
"2674",56,"34",7,"inverse",4
"2675",56,"35",7,"inverse",4
"2676",56,"36",7,"inverse",4
"2677",56,"37",7,"basic",3
"2678",56,"38",7,"basic",3
"2679",56,"39",7,"basic",3
"2680",56,"40",7,"inverse",3
"2681",56,"41",7,"inverse",3
"2682",56,"42",7,"inverse",3
"2683",56,"43",1,"basic",2
"2684",56,"44",7,"basic",2
"2685",56,"45",7,"basic",2
"2686",56,"46",7,"inverse",2
"2687",56,"47",7,"inverse",2
"2688",56,"48",7,"inverse",2
"2689",57,"1",6,"basic",9
"2690",57,"2",5,"basic",9
"2691",57,"3",6,"basic",9
"2692",57,"4",5,"inverse",9
"2693",57,"5",6,"inverse",9
"2694",57,"6",6,"inverse",9
"2695",57,"7",6,"basic",8
"2696",57,"8",6,"basic",8
"2697",57,"9",6,"basic",8
"2698",57,"10",6,"inverse",8
"2699",57,"11",6,"inverse",8
"2700",57,"12",6,"inverse",8
"2701",57,"13",6,"basic",7
"2702",57,"14",6,"basic",7
"2703",57,"15",6,"basic",7
"2704",57,"16",6,"inverse",7
"2705",57,"17",5,"inverse",7
"2706",57,"18",6,"inverse",7
"2707",57,"19",6,"basic",6
"2708",57,"20",5,"basic",6
"2709",57,"21",6,"basic",6
"2710",57,"22",6,"inverse",6
"2711",57,"23",5,"inverse",6
"2712",57,"24",6,"inverse",6
"2713",57,"25",5,"basic",5
"2714",57,"26",6,"basic",5
"2715",57,"27",6,"basic",5
"2716",57,"28",6,"inverse",5
"2717",57,"29",6,"inverse",5
"2718",57,"30",6,"inverse",5
"2719",57,"31",6,"basic",4
"2720",57,"32",6,"basic",4
"2721",57,"33",6,"basic",4
"2722",57,"34",6,"inverse",4
"2723",57,"35",6,"inverse",4
"2724",57,"36",6,"inverse",4
"2725",57,"37",6,"basic",3
"2726",57,"38",5,"basic",3
"2727",57,"39",6,"basic",3
"2728",57,"40",6,"inverse",3
"2729",57,"41",6,"inverse",3
"2730",57,"42",6,"inverse",3
"2731",57,"43",6,"basic",2
"2732",57,"44",5,"basic",2
"2733",57,"45",6,"basic",2
"2734",57,"46",6,"inverse",2
"2735",57,"47",6,"inverse",2
"2736",57,"48",5,"inverse",2
"2737",58,"1",6,"basic",9
"2738",58,"2",6,"basic",9
"2739",58,"3",7,"basic",9
"2740",58,"4",4,"inverse",9
"2741",58,"5",5,"inverse",9
"2742",58,"6",6,"inverse",9
"2743",58,"7",6,"basic",8
"2744",58,"8",7,"basic",8
"2745",58,"9",6,"basic",8
"2746",58,"10",6,"inverse",8
"2747",58,"11",4,"inverse",8
"2748",58,"12",6,"inverse",8
"2749",58,"13",7,"basic",7
"2750",58,"14",6,"basic",7
"2751",58,"15",6,"basic",7
"2752",58,"16",6,"inverse",7
"2753",58,"17",6,"inverse",7
"2754",58,"18",4,"inverse",7
"2755",58,"19",7,"basic",6
"2756",58,"20",7,"basic",6
"2757",58,"21",6,"basic",6
"2758",58,"22",7,"inverse",6
"2759",58,"23",5,"inverse",6
"2760",58,"24",7,"inverse",6
"2761",58,"25",4,"basic",5
"2762",58,"26",7,"basic",5
"2763",58,"27",7,"basic",5
"2764",58,"28",6,"inverse",5
"2765",58,"29",7,"inverse",5
"2766",58,"30",7,"inverse",5
"2767",58,"31",7,"basic",4
"2768",58,"32",7,"basic",4
"2769",58,"33",7,"basic",4
"2770",58,"34",6,"inverse",4
"2771",58,"35",6,"inverse",4
"2772",58,"36",7,"inverse",4
"2773",58,"37",6,"basic",3
"2774",58,"38",7,"basic",3
"2775",58,"39",7,"basic",3
"2776",58,"40",7,"inverse",3
"2777",58,"41",7,"inverse",3
"2778",58,"42",7,"inverse",3
"2779",58,"43",4,"basic",2
"2780",58,"44",7,"basic",2
"2781",58,"45",7,"basic",2
"2782",58,"46",4,"inverse",2
"2783",58,"47",7,"inverse",2
"2784",58,"48",7,"inverse",2
"2785",59,"1",7,"basic",9
"2786",59,"2",4,"basic",9
"2787",59,"3",1,"basic",9
"2788",59,"4",2,"inverse",9
"2789",59,"5",7,"inverse",9
"2790",59,"6",4,"inverse",9
"2791",59,"7",6,"basic",8
"2792",59,"8",4,"basic",8
"2793",59,"9",5,"basic",8
"2794",59,"10",2,"inverse",8
"2795",59,"11",7,"inverse",8
"2796",59,"12",7,"inverse",8
"2797",59,"13",7,"basic",7
"2798",59,"14",5,"basic",7
"2799",59,"15",4,"basic",7
"2800",59,"16",4,"inverse",7
"2801",59,"17",1,"inverse",7
"2802",59,"18",2,"inverse",7
"2803",59,"19",7,"basic",6
"2804",59,"20",7,"basic",6
"2805",59,"21",7,"basic",6
"2806",59,"22",5,"inverse",6
"2807",59,"23",7,"inverse",6
"2808",59,"24",7,"inverse",6
"2809",59,"25",1,"basic",5
"2810",59,"26",7,"basic",5
"2811",59,"27",7,"basic",5
"2812",59,"28",7,"inverse",5
"2813",59,"29",7,"inverse",5
"2814",59,"30",3,"inverse",5
"2815",59,"31",7,"basic",4
"2816",59,"32",2,"basic",4
"2817",59,"33",1,"basic",4
"2818",59,"34",7,"inverse",4
"2819",59,"35",7,"inverse",4
"2820",59,"36",7,"inverse",4
"2821",59,"37",7,"basic",3
"2822",59,"38",3,"basic",3
"2823",59,"39",7,"basic",3
"2824",59,"40",7,"inverse",3
"2825",59,"41",7,"inverse",3
"2826",59,"42",7,"inverse",3
"2827",59,"43",7,"basic",2
"2828",59,"44",7,"basic",2
"2829",59,"45",7,"basic",2
"2830",59,"46",3,"inverse",2
"2831",59,"47",7,"inverse",2
"2832",59,"48",7,"inverse",2
"2833",60,"1",5,"basic",9
"2834",60,"2",6,"basic",9
"2835",60,"3",5,"basic",9
"2836",60,"4",6,"inverse",9
"2837",60,"5",5,"inverse",9
"2838",60,"6",3,"inverse",9
"2839",60,"7",6,"basic",8
"2840",60,"8",7,"basic",8
"2841",60,"9",6,"basic",8
"2842",60,"10",6,"inverse",8
"2843",60,"11",3,"inverse",8
"2844",60,"12",6,"inverse",8
"2845",60,"13",7,"basic",7
"2846",60,"14",6,"basic",7
"2847",60,"15",3,"basic",7
"2848",60,"16",3,"inverse",7
"2849",60,"17",4,"inverse",7
"2850",60,"18",4,"inverse",7
"2851",60,"19",7,"basic",6
"2852",60,"20",7,"basic",6
"2853",60,"21",6,"basic",6
"2854",60,"22",5,"inverse",6
"2855",60,"23",4,"inverse",6
"2856",60,"24",5,"inverse",6
"2857",60,"25",4,"basic",5
"2858",60,"26",7,"basic",5
"2859",60,"27",5,"basic",5
"2860",60,"28",4,"inverse",5
"2861",60,"29",3,"inverse",5
"2862",60,"30",6,"inverse",5
"2863",60,"31",4,"basic",4
"2864",60,"32",7,"basic",4
"2865",60,"33",3,"basic",4
"2866",60,"34",3,"inverse",4
"2867",60,"35",7,"inverse",4
"2868",60,"36",2,"inverse",4
"2869",60,"37",6,"basic",3
"2870",60,"38",6,"basic",3
"2871",60,"39",4,"basic",3
"2872",60,"40",3,"inverse",3
"2873",60,"41",7,"inverse",3
"2874",60,"42",7,"inverse",3
"2875",60,"43",4,"basic",2
"2876",60,"44",7,"basic",2
"2877",60,"45",6,"basic",2
"2878",60,"46",7,"inverse",2
"2879",60,"47",6,"inverse",2
"2880",60,"48",4,"inverse",2
"2881",61,"1",7,"basic",9
"2882",61,"2",7,"basic",9
"2883",61,"3",7,"basic",9
"2884",61,"4",7,"inverse",9
"2885",61,"5",7,"inverse",9
"2886",61,"6",7,"inverse",9
"2887",61,"7",7,"basic",8
"2888",61,"8",7,"basic",8
"2889",61,"9",7,"basic",8
"2890",61,"10",7,"inverse",8
"2891",61,"11",6,"inverse",8
"2892",61,"12",7,"inverse",8
"2893",61,"13",7,"basic",7
"2894",61,"14",7,"basic",7
"2895",61,"15",7,"basic",7
"2896",61,"16",5,"inverse",7
"2897",61,"17",6,"inverse",7
"2898",61,"18",7,"inverse",7
"2899",61,"19",7,"basic",6
"2900",61,"20",7,"basic",6
"2901",61,"21",6,"basic",6
"2902",61,"22",7,"inverse",6
"2903",61,"23",7,"inverse",6
"2904",61,"24",7,"inverse",6
"2905",61,"25",7,"basic",5
"2906",61,"26",7,"basic",5
"2907",61,"27",7,"basic",5
"2908",61,"28",6,"inverse",5
"2909",61,"29",6,"inverse",5
"2910",61,"30",7,"inverse",5
"2911",61,"31",7,"basic",4
"2912",61,"32",7,"basic",4
"2913",61,"33",7,"basic",4
"2914",61,"34",7,"inverse",4
"2915",61,"35",7,"inverse",4
"2916",61,"36",7,"inverse",4
"2917",61,"37",7,"basic",3
"2918",61,"38",7,"basic",3
"2919",61,"39",7,"basic",3
"2920",61,"40",6,"inverse",3
"2921",61,"41",7,"inverse",3
"2922",61,"42",7,"inverse",3
"2923",61,"43",7,"basic",2
"2924",61,"44",7,"basic",2
"2925",61,"45",7,"basic",2
"2926",61,"46",7,"inverse",2
"2927",61,"47",6,"inverse",2
"2928",61,"48",6,"inverse",2
"2929",62,"1",7,"basic",9
"2930",62,"2",6,"basic",9
"2931",62,"3",6,"basic",9
"2932",62,"4",5,"inverse",9
"2933",62,"5",7,"inverse",9
"2934",62,"6",3,"inverse",9
"2935",62,"7",7,"basic",8
"2936",62,"8",7,"basic",8
"2937",62,"9",7,"basic",8
"2938",62,"10",5,"inverse",8
"2939",62,"11",3,"inverse",8
"2940",62,"12",5,"inverse",8
"2941",62,"13",6,"basic",7
"2942",62,"14",7,"basic",7
"2943",62,"15",3,"basic",7
"2944",62,"16",7,"inverse",7
"2945",62,"17",3,"inverse",7
"2946",62,"18",3,"inverse",7
"2947",62,"19",7,"basic",6
"2948",62,"20",7,"basic",6
"2949",62,"21",7,"basic",6
"2950",62,"22",4,"inverse",6
"2951",62,"23",3,"inverse",6
"2952",62,"24",7,"inverse",6
"2953",62,"25",3,"basic",5
"2954",62,"26",7,"basic",5
"2955",62,"27",7,"basic",5
"2956",62,"28",7,"inverse",5
"2957",62,"29",6,"inverse",5
"2958",62,"30",7,"inverse",5
"2959",62,"31",6,"basic",4
"2960",62,"32",7,"basic",4
"2961",62,"33",7,"basic",4
"2962",62,"34",6,"inverse",4
"2963",62,"35",7,"inverse",4
"2964",62,"36",6,"inverse",4
"2965",62,"37",7,"basic",3
"2966",62,"38",7,"basic",3
"2967",62,"39",7,"basic",3
"2968",62,"40",4,"inverse",3
"2969",62,"41",7,"inverse",3
"2970",62,"42",7,"inverse",3
"2971",62,"43",7,"basic",2
"2972",62,"44",7,"basic",2
"2973",62,"45",7,"basic",2
"2974",62,"46",7,"inverse",2
"2975",62,"47",6,"inverse",2
"2976",62,"48",5,"inverse",2
"2977",63,"1",5,"basic",9
"2978",63,"2",6,"basic",9
"2979",63,"3",6,"basic",9
"2980",63,"4",6,"inverse",9
"2981",63,"5",6,"inverse",9
"2982",63,"6",3,"inverse",9
"2983",63,"7",6,"basic",8
"2984",63,"8",7,"basic",8
"2985",63,"9",5,"basic",8
"2986",63,"10",5,"inverse",8
"2987",63,"11",6,"inverse",8
"2988",63,"12",7,"inverse",8
"2989",63,"13",5,"basic",7
"2990",63,"14",4,"basic",7
"2991",63,"15",3,"basic",7
"2992",63,"16",4,"inverse",7
"2993",63,"17",5,"inverse",7
"2994",63,"18",6,"inverse",7
"2995",63,"19",5,"basic",6
"2996",63,"20",5,"basic",6
"2997",63,"21",6,"basic",6
"2998",63,"22",6,"inverse",6
"2999",63,"23",7,"inverse",6
"3000",63,"24",6,"inverse",6
"3001",63,"25",7,"basic",5
"3002",63,"26",5,"basic",5
"3003",63,"27",6,"basic",5
"3004",63,"28",7,"inverse",5
"3005",63,"29",5,"inverse",5
"3006",63,"30",7,"inverse",5
"3007",63,"31",5,"basic",4
"3008",63,"32",6,"basic",4
"3009",63,"33",6,"basic",4
"3010",63,"34",6,"inverse",4
"3011",63,"35",6,"inverse",4
"3012",63,"36",5,"inverse",4
"3013",63,"37",6,"basic",3
"3014",63,"38",6,"basic",3
"3015",63,"39",5,"basic",3
"3016",63,"40",5,"inverse",3
"3017",63,"41",7,"inverse",3
"3018",63,"42",7,"inverse",3
"3019",63,"43",4,"basic",2
"3020",63,"44",7,"basic",2
"3021",63,"45",5,"basic",2
"3022",63,"46",7,"inverse",2
"3023",63,"47",5,"inverse",2
"3024",63,"48",3,"inverse",2
"3025",64,"1",7,"basic",9
"3026",64,"2",7,"basic",9
"3027",64,"3",7,"basic",9
"3028",64,"4",7,"inverse",9
"3029",64,"5",7,"inverse",9
"3030",64,"6",7,"inverse",9
"3031",64,"7",7,"basic",8
"3032",64,"8",7,"basic",8
"3033",64,"9",7,"basic",8
"3034",64,"10",7,"inverse",8
"3035",64,"11",7,"inverse",8
"3036",64,"12",7,"inverse",8
"3037",64,"13",7,"basic",7
"3038",64,"14",7,"basic",7
"3039",64,"15",6,"basic",7
"3040",64,"16",2,"inverse",7
"3041",64,"17",7,"inverse",7
"3042",64,"18",6,"inverse",7
"3043",64,"19",7,"basic",6
"3044",64,"20",7,"basic",6
"3045",64,"21",7,"basic",6
"3046",64,"22",7,"inverse",6
"3047",64,"23",6,"inverse",6
"3048",64,"24",7,"inverse",6
"3049",64,"25",6,"basic",5
"3050",64,"26",7,"basic",5
"3051",64,"27",7,"basic",5
"3052",64,"28",4,"inverse",5
"3053",64,"29",7,"inverse",5
"3054",64,"30",7,"inverse",5
"3055",64,"31",7,"basic",4
"3056",64,"32",7,"basic",4
"3057",64,"33",6,"basic",4
"3058",64,"34",7,"inverse",4
"3059",64,"35",7,"inverse",4
"3060",64,"36",7,"inverse",4
"3061",64,"37",7,"basic",3
"3062",64,"38",7,"basic",3
"3063",64,"39",7,"basic",3
"3064",64,"40",7,"inverse",3
"3065",64,"41",7,"inverse",3
"3066",64,"42",7,"inverse",3
"3067",64,"43",7,"basic",2
"3068",64,"44",7,"basic",2
"3069",64,"45",7,"basic",2
"3070",64,"46",7,"inverse",2
"3071",64,"47",7,"inverse",2
"3072",64,"48",7,"inverse",2
"3073",65,"1",5,"basic",9
"3074",65,"2",7,"basic",9
"3075",65,"3",7,"basic",9
"3076",65,"4",4,"inverse",9
"3077",65,"5",6,"inverse",9
"3078",65,"6",5,"inverse",9
"3079",65,"7",7,"basic",8
"3080",65,"8",7,"basic",8
"3081",65,"9",7,"basic",8
"3082",65,"10",7,"inverse",8
"3083",65,"11",7,"inverse",8
"3084",65,"12",7,"inverse",8
"3085",65,"13",7,"basic",7
"3086",65,"14",7,"basic",7
"3087",65,"15",3,"basic",7
"3088",65,"16",4,"inverse",7
"3089",65,"17",4,"inverse",7
"3090",65,"18",7,"inverse",7
"3091",65,"19",7,"basic",6
"3092",65,"20",7,"basic",6
"3093",65,"21",6,"basic",6
"3094",65,"22",7,"inverse",6
"3095",65,"23",6,"inverse",6
"3096",65,"24",7,"inverse",6
"3097",65,"25",7,"basic",5
"3098",65,"26",7,"basic",5
"3099",65,"27",7,"basic",5
"3100",65,"28",7,"inverse",5
"3101",65,"29",7,"inverse",5
"3102",65,"30",6,"inverse",5
"3103",65,"31",7,"basic",4
"3104",65,"32",3,"basic",4
"3105",65,"33",7,"basic",4
"3106",65,"34",7,"inverse",4
"3107",65,"35",7,"inverse",4
"3108",65,"36",7,"inverse",4
"3109",65,"37",7,"basic",3
"3110",65,"38",6,"basic",3
"3111",65,"39",7,"basic",3
"3112",65,"40",7,"inverse",3
"3113",65,"41",7,"inverse",3
"3114",65,"42",7,"inverse",3
"3115",65,"43",7,"basic",2
"3116",65,"44",7,"basic",2
"3117",65,"45",7,"basic",2
"3118",65,"46",7,"inverse",2
"3119",65,"47",4,"inverse",2
"3120",65,"48",5,"inverse",2
"3121",66,"1",5,"basic",9
"3122",66,"2",7,"basic",9
"3123",66,"3",6,"basic",9
"3124",66,"4",5,"inverse",9
"3125",66,"5",5,"inverse",9
"3126",66,"6",3,"inverse",9
"3127",66,"7",6,"basic",8
"3128",66,"8",6,"basic",8
"3129",66,"9",5,"basic",8
"3130",66,"10",6,"inverse",8
"3131",66,"11",4,"inverse",8
"3132",66,"12",5,"inverse",8
"3133",66,"13",7,"basic",7
"3134",66,"14",4,"basic",7
"3135",66,"15",2,"basic",7
"3136",66,"16",6,"inverse",7
"3137",66,"17",5,"inverse",7
"3138",66,"18",4,"inverse",7
"3139",66,"19",6,"basic",6
"3140",66,"20",6,"basic",6
"3141",66,"21",5,"basic",6
"3142",66,"22",4,"inverse",6
"3143",66,"23",6,"inverse",6
"3144",66,"24",5,"inverse",6
"3145",66,"25",2,"basic",5
"3146",66,"26",7,"basic",5
"3147",66,"27",3,"basic",5
"3148",66,"28",6,"inverse",5
"3149",66,"29",5,"inverse",5
"3150",66,"30",7,"inverse",5
"3151",66,"31",5,"basic",4
"3152",66,"32",5,"basic",4
"3153",66,"33",4,"basic",4
"3154",66,"34",7,"inverse",4
"3155",66,"35",6,"inverse",4
"3156",66,"36",7,"inverse",4
"3157",66,"37",6,"basic",3
"3158",66,"38",6,"basic",3
"3159",66,"39",5,"basic",3
"3160",66,"40",6,"inverse",3
"3161",66,"41",6,"inverse",3
"3162",66,"42",6,"inverse",3
"3163",66,"43",1,"basic",2
"3164",66,"44",7,"basic",2
"3165",66,"45",7,"basic",2
"3166",66,"46",7,"inverse",2
"3167",66,"47",5,"inverse",2
"3168",66,"48",5,"inverse",2
"3169",67,"1",5,"basic",9
"3170",67,"2",4,"basic",9
"3171",67,"3",4,"basic",9
"3172",67,"4",4,"inverse",9
"3173",67,"5",6,"inverse",9
"3174",67,"6",6,"inverse",9
"3175",67,"7",3,"basic",8
"3176",67,"8",5,"basic",8
"3177",67,"9",2,"basic",8
"3178",67,"10",6,"inverse",8
"3179",67,"11",5,"inverse",8
"3180",67,"12",5,"inverse",8
"3181",67,"13",6,"basic",7
"3182",67,"14",6,"basic",7
"3183",67,"15",5,"basic",7
"3184",67,"16",5,"inverse",7
"3185",67,"17",6,"inverse",7
"3186",67,"18",3,"inverse",7
"3187",67,"19",5,"basic",6
"3188",67,"20",5,"basic",6
