"","X","subject","item","Rating","Caus","Trans"
"2151",2151,"54","31","6","Loc","2"
"2152",2152,"54","32","6","Loc","3"
"2153",2153,"54","33","7","Poss","2"
"2154",2154,"54","34","6","Poss","2"
"2155",2155,"54","35","6","Poss","2"
"2156",2156,"54","36","6","Poss","1"
"2157",2157,"54","37","5","Poss","2"
"2158",2158,"54","38","5","Poss","2"
"2159",2159,"54","39","6","Poss","2"
"2160",2160,"54","40","6","Poss","1"
"2161",2161,"55","1","7","Phys","9"
"2162",2162,"55","2","4","Phys","6"
"2163",2163,"55","3","4","Phys","9"
"2164",2164,"55","4","2","Phys","6"
"2165",2165,"55","5","6","Phys","5"
"2166",2166,"55","6","7","Phys","7"
"2167",2167,"55","7","5","Phys","9"
"2168",2168,"55","8","5","Phys","5"
"2169",2169,"55","9","1","Inst","7"
"2170",2170,"55","10","2","Inst","5"
"2171",2171,"55","11","2","Inst","7"
"2172",2172,"55","12","5","Inst","5"
"2173",2173,"55","13","2","Inst","8"
"2174",2174,"55","14","2","Inst","4"
"2175",2175,"55","15","2","Inst","3"
"2176",2176,"55","16","5","Inst","5"
"2177",2177,"55","17","5","Aff","4"
"2178",2178,"55","18","5","Aff","5"
"2179",2179,"55","19","3","Aff","5"
"2180",2180,"55","20","6","Aff","5"
"2181",2181,"55","21","5","Aff","4"
"2182",2182,"55","22","6","Aff","5"
"2183",2183,"55","23","6","Aff","5"
"2184",2184,"55","24","7","Aff","5"
"2185",2185,"55","25","7","Loc","4"
"2186",2186,"55","26","7","Loc","3"
"2187",2187,"55","27","6","Loc","4"
"2188",2188,"55","28","6","Loc","3"
"2189",2189,"55","29","7","Loc","3"
"2190",2190,"55","30","7","Loc","3"
"2191",2191,"55","31","6","Loc","2"
"2192",2192,"55","32","7","Loc","3"
"2193",2193,"55","33","7","Poss","2"
"2194",2194,"55","34","6","Poss","2"
"2195",2195,"55","35","7","Poss","2"
"2196",2196,"55","36","7","Poss","1"
"2197",2197,"55","37","7","Poss","2"
"2198",2198,"55","38","6","Poss","2"
"2199",2199,"55","39","6","Poss","2"
"2200",2200,"55","40","7","Poss","1"
"2201",2201,"56","1","7","Phys","9"
"2202",2202,"56","2","5","Phys","6"
"2203",2203,"56","3","6","Phys","9"
"2204",2204,"56","4","4","Phys","6"
"2205",2205,"56","5","5","Phys","5"
"2206",2206,"56","6","3","Phys","7"
"2207",2207,"56","7","5","Phys","9"
"2208",2208,"56","8","5","Phys","5"
"2209",2209,"56","9","2","Inst","7"
"2210",2210,"56","10","5","Inst","5"
"2211",2211,"56","11","4","Inst","7"
"2212",2212,"56","12","3","Inst","5"
"2213",2213,"56","13","2","Inst","8"
"2214",2214,"56","14","5","Inst","4"
"2215",2215,"56","15","2","Inst","3"
"2216",2216,"56","16","4","Inst","5"
"2217",2217,"56","17","2","Aff","4"
"2218",2218,"56","18","6","Aff","5"
"2219",2219,"56","19","5","Aff","5"
"2220",2220,"56","20","5","Aff","5"
"2221",2221,"56","21","6","Aff","4"
"2222",2222,"56","22","5","Aff","5"
"2223",2223,"56","23","6","Aff","5"
"2224",2224,"56","24","2","Aff","5"
"2225",2225,"56","25","6","Loc","4"
"2226",2226,"56","26","6","Loc","3"
"2227",2227,"56","27","3","Loc","4"
"2228",2228,"56","28","6","Loc","3"
"2229",2229,"56","29","4","Loc","3"
"2230",2230,"56","30","6","Loc","3"
"2231",2231,"56","31","5","Loc","2"
"2232",2232,"56","32","5","Loc","3"
"2233",2233,"56","33","7","Poss","2"
"2234",2234,"56","34","5","Poss","2"
"2235",2235,"56","35","7","Poss","2"
"2236",2236,"56","36","7","Poss","1"
"2237",2237,"56","37","6","Poss","2"
"2238",2238,"56","38","3","Poss","2"
"2239",2239,"56","39","7","Poss","2"
"2240",2240,"56","40","4","Poss","1"
"2241",2241,"57","1","7","Phys","9"
"2242",2242,"57","2","6","Phys","6"
"2243",2243,"57","3","7","Phys","9"
"2244",2244,"57","4","7","Phys","6"
"2245",2245,"57","5","6","Phys","5"
"2246",2246,"57","6","7","Phys","7"
"2247",2247,"57","7","5","Phys","9"
"2248",2248,"57","8","5","Phys","5"
"2249",2249,"57","9","5","Inst","7"
"2250",2250,"57","10","5","Inst","5"
"2251",2251,"57","11","7","Inst","7"
"2252",2252,"57","12","6","Inst","5"
"2253",2253,"57","13","5","Inst","8"
"2254",2254,"57","14","4","Inst","4"
"2255",2255,"57","15","5","Inst","3"
"2256",2256,"57","16","5","Inst","5"
"2257",2257,"57","17","6","Aff","4"
"2258",2258,"57","18","7","Aff","5"
"2259",2259,"57","19","7","Aff","5"
"2260",2260,"57","20","7","Aff","5"
"2261",2261,"57","21","7","Aff","4"
"2262",2262,"57","22","7","Aff","5"
"2263",2263,"57","23","6","Aff","5"
"2264",2264,"57","24","5","Aff","5"
"2265",2265,"57","25","7","Loc","4"
"2266",2266,"57","26","7","Loc","3"
"2267",2267,"57","27","7","Loc","4"
"2268",2268,"57","28","6","Loc","3"
"2269",2269,"57","29","5","Loc","3"
"2270",2270,"57","30","6","Loc","3"
"2271",2271,"57","31","6","Loc","2"
"2272",2272,"57","32","5","Loc","3"
"2273",2273,"57","33","7","Poss","2"
"2274",2274,"57","34","6","Poss","2"
"2275",2275,"57","35","7","Poss","2"
"2276",2276,"57","36","7","Poss","1"
"2277",2277,"57","37","7","Poss","2"
"2278",2278,"57","38","6","Poss","2"
"2279",2279,"57","39","6","Poss","2"
"2280",2280,"57","40","6","Poss","1"
"2281",2281,"58","1","4","Phys","9"
"2282",2282,"58","2","4","Phys","6"
"2283",2283,"58","3","5","Phys","9"
"2284",2284,"58","4","4","Phys","6"
"2285",2285,"58","5","7","Phys","5"
"2286",2286,"58","6","4","Phys","7"
"2287",2287,"58","7","4","Phys","9"
"2288",2288,"58","8","1","Phys","5"
"2289",2289,"58","9","1","Inst","7"
"2290",2290,"58","10","1","Inst","5"
"2291",2291,"58","11","1","Inst","7"
"2292",2292,"58","12","1","Inst","5"
"2293",2293,"58","13","1","Inst","8"
"2294",2294,"58","14","1","Inst","4"
"2295",2295,"58","15","2","Inst","3"
"2296",2296,"58","16","1","Inst","5"
"2297",2297,"58","17","3","Aff","4"
"2298",2298,"58","18","5","Aff","5"
"2299",2299,"58","19","4","Aff","5"
"2300",2300,"58","20","7","Aff","5"
"2301",2301,"58","21","6","Aff","4"
"2302",2302,"58","22","7","Aff","5"
"2303",2303,"58","23","5","Aff","5"
"2304",2304,"58","24","4","Aff","5"
"2305",2305,"58","25","7","Loc","4"
"2306",2306,"58","26","7","Loc","3"
"2307",2307,"58","27","7","Loc","4"
"2308",2308,"58","28","7","Loc","3"
"2309",2309,"58","29","6","Loc","3"
"2310",2310,"58","30","7","Loc","3"
"2311",2311,"58","31","6","Loc","2"
"2312",2312,"58","32","6","Loc","3"
"2313",2313,"58","33","7","Poss","2"
"2314",2314,"58","34","7","Poss","2"
"2315",2315,"58","35","7","Poss","2"
"2316",2316,"58","36","6","Poss","1"
"2317",2317,"58","37","7","Poss","2"
"2318",2318,"58","38","7","Poss","2"
"2319",2319,"58","39","6","Poss","2"
"2320",2320,"58","40","7","Poss","1"
"2321",2321,"59","1","6","Phys","9"
"2322",2322,"59","2","6","Phys","6"
"2323",2323,"59","3","6","Phys","9"
"2324",2324,"59","4","6","Phys","6"
"2325",2325,"59","5","5","Phys","5"
"2326",2326,"59","6","6","Phys","7"
"2327",2327,"59","7","5","Phys","9"
"2328",2328,"59","8","4","Phys","5"
"2329",2329,"59","9","3","Inst","7"
"2330",2330,"59","10","5","Inst","5"
"2331",2331,"59","11","5","Inst","7"
"2332",2332,"59","12","5","Inst","5"
"2333",2333,"59","13","5","Inst","8"
"2334",2334,"59","14","4","Inst","4"
"2335",2335,"59","15","4","Inst","3"
"2336",2336,"59","16","5","Inst","5"
"2337",2337,"59","17","5","Aff","4"
"2338",2338,"59","18","7","Aff","5"
"2339",2339,"59","19","7","Aff","5"
"2340",2340,"59","20","6","Aff","5"
"2341",2341,"59","21","7","Aff","4"
"2342",2342,"59","22","5","Aff","5"
"2343",2343,"59","23","6","Aff","5"
"2344",2344,"59","24","5","Aff","5"
"2345",2345,"59","25","7","Loc","4"
"2346",2346,"59","26","6","Loc","3"
"2347",2347,"59","27","6","Loc","4"
"2348",2348,"59","28","6","Loc","3"
"2349",2349,"59","29","6","Loc","3"
"2350",2350,"59","30","6","Loc","3"
"2351",2351,"59","31","5","Loc","2"
"2352",2352,"59","32","6","Loc","3"
"2353",2353,"59","33","7","Poss","2"
"2354",2354,"59","34","7","Poss","2"
"2355",2355,"59","35","7","Poss","2"
"2356",2356,"59","36","7","Poss","1"
"2357",2357,"59","37","7","Poss","2"
"2358",2358,"59","38","7","Poss","2"
"2359",2359,"59","39","5","Poss","2"
"2360",2360,"59","40","7","Poss","1"
"2361",2361,"60","1","3","Phys","9"
"2362",2362,"60","2","3","Phys","6"
"2363",2363,"60","3","2","Phys","9"
"2364",2364,"60","4","2","Phys","6"
"2365",2365,"60","5","5","Phys","5"
"2366",2366,"60","6","6","Phys","7"
"2367",2367,"60","7","5","Phys","9"
"2368",2368,"60","8","3","Phys","5"
"2369",2369,"60","9","5","Inst","7"
"2370",2370,"60","10","3","Inst","5"
"2371",2371,"60","11","3","Inst","7"
"2372",2372,"60","12","2","Inst","5"
"2373",2373,"60","13","3","Inst","8"
"2374",2374,"60","14","1","Inst","4"
"2375",2375,"60","15","5","Inst","3"
"2376",2376,"60","16","5","Inst","5"
"2377",2377,"60","17","5","Aff","4"
"2378",2378,"60","18","5","Aff","5"
"2379",2379,"60","19","3","Aff","5"
"2380",2380,"60","20","3","Aff","5"
"2381",2381,"60","21","3","Aff","4"
"2382",2382,"60","22","5","Aff","5"
"2383",2383,"60","23","3","Aff","5"
"2384",2384,"60","24","2","Aff","5"
"2385",2385,"60","25","5","Loc","4"
"2386",2386,"60","26","3","Loc","3"
"2387",2387,"60","27","5","Loc","4"
"2388",2388,"60","28","6","Loc","3"
"2389",2389,"60","29","5","Loc","3"
"2390",2390,"60","30","5","Loc","3"
"2391",2391,"60","31","5","Loc","2"
"2392",2392,"60","32","3","Loc","3"
"2393",2393,"60","33","5","Poss","2"
"2394",2394,"60","34","3","Poss","2"
"2395",2395,"60","35","3","Poss","2"
"2396",2396,"60","36","5","Poss","1"
"2397",2397,"60","37","5","Poss","2"
"2398",2398,"60","38","5","Poss","2"
"2399",2399,"60","39","5","Poss","2"
"2400",2400,"60","40","3","Poss","1"
"2401",2401,"61","1","5","Phys","9"
"2402",2402,"61","2","5","Phys","6"
"2403",2403,"61","3","6","Phys","9"
"2404",2404,"61","4","6","Phys","6"
"2405",2405,"61","5","6","Phys","5"
"2406",2406,"61","6","6","Phys","7"
"2407",2407,"61","7","6","Phys","9"
"2408",2408,"61","8","6","Phys","5"
"2409",2409,"61","9","2","Inst","7"
"2410",2410,"61","10","3","Inst","5"
"2411",2411,"61","11","2","Inst","7"
"2412",2412,"61","12","5","Inst","5"
"2413",2413,"61","13","6","Inst","8"
"2414",2414,"61","14","2","Inst","4"
"2415",2415,"61","15","2","Inst","3"
"2416",2416,"61","16","6","Inst","5"
"2417",2417,"61","17","6","Aff","4"
"2418",2418,"61","18","5","Aff","5"
"2419",2419,"61","19","6","Aff","5"
"2420",2420,"61","20","6","Aff","5"
"2421",2421,"61","21","6","Aff","4"
"2422",2422,"61","22","5","Aff","5"
"2423",2423,"61","23","7","Aff","5"
"2424",2424,"61","24","6","Aff","5"
"2425",2425,"61","25","7","Loc","4"
"2426",2426,"61","26","6","Loc","3"
"2427",2427,"61","27","6","Loc","4"
"2428",2428,"61","28","5","Loc","3"
"2429",2429,"61","29","6","Loc","3"
"2430",2430,"61","30","7","Loc","3"
"2431",2431,"61","31","6","Loc","2"
"2432",2432,"61","32","6","Loc","3"
"2433",2433,"61","33","7","Poss","2"
"2434",2434,"61","34","6","Poss","2"
"2435",2435,"61","35","7","Poss","2"
"2436",2436,"61","36","6","Poss","1"
"2437",2437,"61","37","6","Poss","2"
"2438",2438,"61","38","6","Poss","2"
"2439",2439,"61","39","6","Poss","2"
"2440",2440,"61","40","7","Poss","1"
"2441",2441,"62","1","6","Phys","9"
"2442",2442,"62","2","6","Phys","6"
"2443",2443,"62","3","7","Phys","9"
"2444",2444,"62","4","7","Phys","6"
"2445",2445,"62","5","7","Phys","5"
"2446",2446,"62","6","7","Phys","7"
"2447",2447,"62","7","6","Phys","9"
"2448",2448,"62","8","7","Phys","5"
"2449",2449,"62","9","5","Inst","7"
"2450",2450,"62","10","6","Inst","5"
"2451",2451,"62","11","5","Inst","7"
"2452",2452,"62","12","5","Inst","5"
"2453",2453,"62","13","6","Inst","8"
"2454",2454,"62","14","4","Inst","4"
"2455",2455,"62","15","4","Inst","3"
"2456",2456,"62","16","6","Inst","5"
"2457",2457,"62","17","7","Aff","4"
"2458",2458,"62","18","7","Aff","5"
"2459",2459,"62","19","7","Aff","5"
"2460",2460,"62","20","7","Aff","5"
"2461",2461,"62","21","7","Aff","4"
"2462",2462,"62","22","7","Aff","5"
"2463",2463,"62","23","7","Aff","5"
"2464",2464,"62","24","6","Aff","5"
"2465",2465,"62","25","7","Loc","4"
"2466",2466,"62","26","7","Loc","3"
"2467",2467,"62","27","7","Loc","4"
"2468",2468,"62","28","7","Loc","3"
"2469",2469,"62","29","7","Loc","3"
"2470",2470,"62","30","7","Loc","3"
"2471",2471,"62","31","7","Loc","2"
"2472",2472,"62","32","7","Loc","3"
"2473",2473,"62","33","7","Poss","2"
"2474",2474,"62","34","7","Poss","2"
"2475",2475,"62","35","7","Poss","2"
"2476",2476,"62","36","7","Poss","1"
"2477",2477,"62","37","7","Poss","2"
"2478",2478,"62","38","7","Poss","2"
"2479",2479,"62","39","7","Poss","2"
"2480",2480,"62","40","7","Poss","1"
"2481",2481,"63","1","3","Phys","9"
"2482",2482,"63","2","3","Phys","6"
"2483",2483,"63","3","3","Phys","9"
"2484",2484,"63","4","3","Phys","6"
"2485",2485,"63","5","3","Phys","5"
"2486",2486,"63","6","4","Phys","7"
"2487",2487,"63","7","3","Phys","9"
"2488",2488,"63","8","3","Phys","5"
"2489",2489,"63","9","3","Inst","7"
"2490",2490,"63","10","3","Inst","5"
"2491",2491,"63","11","2","Inst","7"
"2492",2492,"63","12","3","Inst","5"
"2493",2493,"63","13","2","Inst","8"
"2494",2494,"63","14","3","Inst","4"
"2495",2495,"63","15","2","Inst","3"
"2496",2496,"63","16","3","Inst","5"
"2497",2497,"63","17","4","Aff","4"
"2498",2498,"63","18","3","Aff","5"
"2499",2499,"63","19","3","Aff","5"
"2500",2500,"63","20","4","Aff","5"
"2501",2501,"63","21","3","Aff","4"
"2502",2502,"63","22","3","Aff","5"
"2503",2503,"63","23","3","Aff","5"
"2504",2504,"63","24","3","Aff","5"
"2505",2505,"63","25","6","Loc","4"
"2506",2506,"63","26","5","Loc","3"
"2507",2507,"63","27","5","Loc","4"
"2508",2508,"63","28","7","Loc","3"
"2509",2509,"63","29","6","Loc","3"
"2510",2510,"63","30","7","Loc","3"
"2511",2511,"63","31","7","Loc","2"
"2512",2512,"63","32","4","Loc","3"
"2513",2513,"63","33","6","Poss","2"
"2514",2514,"63","34","6","Poss","2"
"2515",2515,"63","35","6","Poss","2"
"2516",2516,"63","36","7","Poss","1"
"2517",2517,"63","37","4","Poss","2"
"2518",2518,"63","38","6","Poss","2"
"2519",2519,"63","39","4","Poss","2"
"2520",2520,"63","40","4","Poss","1"
"2521",2521,"64","1","6","Phys","9"
"2522",2522,"64","2","6","Phys","6"
"2523",2523,"64","3","6","Phys","9"
"2524",2524,"64","4","6","Phys","6"
"2525",2525,"64","5","6","Phys","5"
"2526",2526,"64","6","6","Phys","7"
"2527",2527,"64","7","6","Phys","9"
"2528",2528,"64","8","6","Phys","5"
"2529",2529,"64","9","5","Inst","7"
"2530",2530,"64","10","5","Inst","5"
"2531",2531,"64","11","5","Inst","7"
"2532",2532,"64","12","5","Inst","5"
"2533",2533,"64","13","6","Inst","8"
"2534",2534,"64","14","5","Inst","4"
"2535",2535,"64","15","5","Inst","3"
"2536",2536,"64","16","5","Inst","5"
"2537",2537,"64","17","5","Aff","4"
"2538",2538,"64","18","6","Aff","5"
"2539",2539,"64","19","6","Aff","5"
"2540",2540,"64","20","6","Aff","5"
"2541",2541,"64","21","6","Aff","4"
"2542",2542,"64","22","6","Aff","5"
"2543",2543,"64","23","6","Aff","5"
"2544",2544,"64","24","5","Aff","5"
"2545",2545,"64","25","6","Loc","4"
"2546",2546,"64","26","6","Loc","3"
"2547",2547,"64","27","6","Loc","4"
"2548",2548,"64","28","6","Loc","3"
"2549",2549,"64","29","6","Loc","3"
"2550",2550,"64","30","6","Loc","3"
"2551",2551,"64","31","6","Loc","2"
"2552",2552,"64","32","6","Loc","3"
"2553",2553,"64","33","6","Poss","2"
"2554",2554,"64","34","6","Poss","2"
"2555",2555,"64","35","6","Poss","2"
"2556",2556,"64","36","6","Poss","1"
"2557",2557,"64","37","6","Poss","2"
"2558",2558,"64","38","6","Poss","2"
"2559",2559,"64","39","6","Poss","2"
"2560",2560,"64","40","6","Poss","1"
"2561",2561,"65","1","5","Phys","9"
"2562",2562,"65","2","6","Phys","6"
"2563",2563,"65","3","7","Phys","9"
"2564",2564,"65","4","7","Phys","6"
"2565",2565,"65","5","5","Phys","5"
"2566",2566,"65","6","6","Phys","7"
"2567",2567,"65","7","5","Phys","9"
"2568",2568,"65","8","6","Phys","5"
"2569",2569,"65","9","3","Inst","7"
"2570",2570,"65","10","5","Inst","5"
"2571",2571,"65","11","6","Inst","7"
"2572",2572,"65","12","5","Inst","5"
"2573",2573,"65","13","6","Inst","8"
"2574",2574,"65","14","5","Inst","4"
"2575",2575,"65","15","2","Inst","3"
"2576",2576,"65","16","7","Inst","5"
"2577",2577,"65","17","6","Aff","4"
"2578",2578,"65","18","7","Aff","5"
"2579",2579,"65","19","6","Aff","5"
"2580",2580,"65","20","5","Aff","5"
"2581",2581,"65","21","6","Aff","4"
"2582",2582,"65","22","6","Aff","5"
"2583",2583,"65","23","7","Aff","5"
"2584",2584,"65","24","6","Aff","5"
"2585",2585,"65","25","7","Loc","4"
"2586",2586,"65","26","7","Loc","3"
"2587",2587,"65","27","5","Loc","4"
"2588",2588,"65","28","5","Loc","3"
"2589",2589,"65","29","6","Loc","3"
"2590",2590,"65","30","6","Loc","3"
"2591",2591,"65","31","7","Loc","2"
"2592",2592,"65","32","6","Loc","3"
"2593",2593,"65","33","7","Poss","2"
"2594",2594,"65","34","6","Poss","2"
"2595",2595,"65","35","6","Poss","2"
"2596",2596,"65","36","7","Poss","1"
"2597",2597,"65","37","7","Poss","2"
"2598",2598,"65","38","6","Poss","2"
"2599",2599,"65","39","7","Poss","2"
"2600",2600,"65","40","6","Poss","1"
"2601",2601,"66","1","6","Phys","9"
"2602",2602,"66","2","4","Phys","6"
"2603",2603,"66","3","5","Phys","9"
"2604",2604,"66","4","3","Phys","6"
"2605",2605,"66","5","5","Phys","5"
"2606",2606,"66","6","6","Phys","7"
"2607",2607,"66","7","6","Phys","9"
"2608",2608,"66","8","5","Phys","5"
"2609",2609,"66","9","2","Inst","7"
"2610",2610,"66","10","2","Inst","5"
"2611",2611,"66","11","3","Inst","7"
"2612",2612,"66","12","2","Inst","5"
"2613",2613,"66","13","2","Inst","8"
"2614",2614,"66","14","2","Inst","4"
"2615",2615,"66","15","3","Inst","3"
"2616",2616,"66","16","2","Inst","5"
"2617",2617,"66","17","1","Aff","4"
"2618",2618,"66","18","7","Aff","5"
"2619",2619,"66","19","6","Aff","5"
"2620",2620,"66","20","6","Aff","5"
"2621",2621,"66","21","5","Aff","4"
"2622",2622,"66","22","5","Aff","5"
"2623",2623,"66","23","5","Aff","5"
"2624",2624,"66","24","2","Aff","5"
"2625",2625,"66","25","4","Loc","4"
"2626",2626,"66","26","4","Loc","3"
"2627",2627,"66","27","5","Loc","4"
"2628",2628,"66","28","5","Loc","3"
"2629",2629,"66","29","4","Loc","3"
"2630",2630,"66","30","5","Loc","3"
"2631",2631,"66","31","7","Loc","2"
"2632",2632,"66","32","5","Loc","3"
"2633",2633,"66","33","6","Poss","2"
"2634",2634,"66","34","5","Poss","2"
"2635",2635,"66","35","7","Poss","2"
"2636",2636,"66","36","7","Poss","1"
"2637",2637,"66","37","4","Poss","2"
"2638",2638,"66","38","3","Poss","2"
"2639",2639,"66","39","5","Poss","2"
"2640",2640,"66","40","6","Poss","1"
"2641",2641,"67","1","6","Phys","9"
"2642",2642,"67","2","5","Phys","6"
"2643",2643,"67","3","6","Phys","9"
"2644",2644,"67","4","6","Phys","6"
"2645",2645,"67","5","6","Phys","5"
"2646",2646,"67","6","5","Phys","7"
"2647",2647,"67","7","6","Phys","9"
"2648",2648,"67","8","6","Phys","5"
"2649",2649,"67","9","5","Inst","7"
"2650",2650,"67","10","5","Inst","5"
"2651",2651,"67","11","5","Inst","7"
"2652",2652,"67","12","5","Inst","5"
"2653",2653,"67","13","5","Inst","8"
"2654",2654,"67","14","5","Inst","4"
"2655",2655,"67","15","5","Inst","3"
"2656",2656,"67","16","5","Inst","5"
"2657",2657,"67","17","5","Aff","4"
"2658",2658,"67","18","6","Aff","5"
"2659",2659,"67","19","7","Aff","5"
"2660",2660,"67","20","6","Aff","5"
"2661",2661,"67","21","7","Aff","4"
"2662",2662,"67","22","6","Aff","5"
"2663",2663,"67","23","6","Aff","5"
"2664",2664,"67","24","5","Aff","5"
"2665",2665,"67","25","7","Loc","4"
"2666",2666,"67","26","6","Loc","3"
"2667",2667,"67","27","7","Loc","4"
"2668",2668,"67","28","6","Loc","3"
"2669",2669,"67","29","6","Loc","3"
"2670",2670,"67","30","6","Loc","3"
"2671",2671,"67","31","7","Loc","2"
"2672",2672,"67","32","6","Loc","3"
"2673",2673,"67","33","7","Poss","2"
"2674",2674,"67","34","7","Poss","2"
"2675",2675,"67","35","7","Poss","2"
"2676",2676,"67","36","7","Poss","1"
"2677",2677,"67","37","7","Poss","2"
"2678",2678,"67","38","7","Poss","2"
"2679",2679,"67","39","6","Poss","2"
"2680",2680,"67","40","5","Poss","1"
"2681",2681,"68","1","7","Phys","9"
"2682",2682,"68","2","7","Phys","6"
"2683",2683,"68","3","7","Phys","9"
"2684",2684,"68","4","7","Phys","6"
"2685",2685,"68","5","6","Phys","5"
"2686",2686,"68","6","6","Phys","7"
"2687",2687,"68","7","5","Phys","9"
"2688",2688,"68","8","5","Phys","5"
"2689",2689,"68","9","2","Inst","7"
"2690",2690,"68","10","3","Inst","5"
"2691",2691,"68","11","1","Inst","7"
"2692",2692,"68","12","2","Inst","5"
"2693",2693,"68","13","1","Inst","8"
"2694",2694,"68","14","1","Inst","4"
"2695",2695,"68","15","1","Inst","3"
"2696",2696,"68","16","7","Inst","5"
"2697",2697,"68","17","4","Aff","4"
"2698",2698,"68","18","7","Aff","5"
"2699",2699,"68","19","7","Aff","5"
"2700",2700,"68","20","4","Aff","5"
"2701",2701,"68","21","7","Aff","4"
"2702",2702,"68","22","7","Aff","5"
"2703",2703,"68","23","7","Aff","5"
"2704",2704,"68","24","5","Aff","5"
"2705",2705,"68","25","6","Loc","4"
"2706",2706,"68","26","3","Loc","3"
"2707",2707,"68","27","5","Loc","4"
"2708",2708,"68","28","3","Loc","3"
"2709",2709,"68","29","5","Loc","3"
"2710",2710,"68","30","4","Loc","3"
"2711",2711,"68","31","4","Loc","2"
"2712",2712,"68","32","4","Loc","3"
"2713",2713,"68","33","6","Poss","2"
"2714",2714,"68","34","7","Poss","2"
"2715",2715,"68","35","7","Poss","2"
"2716",2716,"68","36","5","Poss","1"
"2717",2717,"68","37","3","Poss","2"
"2718",2718,"68","38","5","Poss","2"
"2719",2719,"68","39","4","Poss","2"
"2720",2720,"68","40","7","Poss","1"
"2721",2721,"69","1","6","Phys","9"
"2722",2722,"69","2","5","Phys","6"
"2723",2723,"69","3","6","Phys","9"
"2724",2724,"69","4","6","Phys","6"
"2725",2725,"69","5","6","Phys","5"
"2726",2726,"69","6","6","Phys","7"
"2727",2727,"69","7","6","Phys","9"
"2728",2728,"69","8","6","Phys","5"
"2729",2729,"69","9","5","Inst","7"
"2730",2730,"69","10","6","Inst","5"
"2731",2731,"69","11","6","Inst","7"
"2732",2732,"69","12","6","Inst","5"
"2733",2733,"69","13","6","Inst","8"
"2734",2734,"69","14","6","Inst","4"
"2735",2735,"69","15","6","Inst","3"
"2736",2736,"69","16","6","Inst","5"
"2737",2737,"69","17","6","Aff","4"
"2738",2738,"69","18","6","Aff","5"
"2739",2739,"69","19","6","Aff","5"
"2740",2740,"69","20","6","Aff","5"
"2741",2741,"69","21","6","Aff","4"
"2742",2742,"69","22","6","Aff","5"
"2743",2743,"69","23","6","Aff","5"
"2744",2744,"69","24","6","Aff","5"
"2745",2745,"69","25","6","Loc","4"
"2746",2746,"69","26","6","Loc","3"
"2747",2747,"69","27","6","Loc","4"
"2748",2748,"69","28","6","Loc","3"
"2749",2749,"69","29","6","Loc","3"
"2750",2750,"69","30","6","Loc","3"
"2751",2751,"69","31","6","Loc","2"
"2752",2752,"69","32","6","Loc","3"
"2753",2753,"69","33","6","Poss","2"
"2754",2754,"69","34","6","Poss","2"
"2755",2755,"69","35","6","Poss","2"
"2756",2756,"69","36","6","Poss","1"
"2757",2757,"69","37","6","Poss","2"
"2758",2758,"69","38","6","Poss","2"
"2759",2759,"69","39","6","Poss","2"
"2760",2760,"69","40","6","Poss","1"
"2761",2761,"70","1","5","Phys","9"
"2762",2762,"70","2","3","Phys","6"
"2763",2763,"70","3","6","Phys","9"
"2764",2764,"70","4","7","Phys","6"
"2765",2765,"70","5","5","Phys","5"
"2766",2766,"70","6","3","Phys","7"
"2767",2767,"70","7","5","Phys","9"
"2768",2768,"70","8","5","Phys","5"
"2769",2769,"70","9","3","Inst","7"
"2770",2770,"70","10","6","Inst","5"
"2771",2771,"70","11","5","Inst","7"
"2772",2772,"70","12","5","Inst","5"
"2773",2773,"70","13","5","Inst","8"
"2774",2774,"70","14","2","Inst","4"
"2775",2775,"70","15","6","Inst","3"
"2776",2776,"70","16","5","Inst","5"
"2777",2777,"70","17","3","Aff","4"
"2778",2778,"70","18","6","Aff","5"
"2779",2779,"70","19","3","Aff","5"
"2780",2780,"70","20","6","Aff","5"
"2781",2781,"70","21","4","Aff","4"
"2782",2782,"70","22","3","Aff","5"
"2783",2783,"70","23","6","Aff","5"
"2784",2784,"70","24","6","Aff","5"
"2785",2785,"70","25","5","Loc","4"
"2786",2786,"70","26","4","Loc","3"
"2787",2787,"70","27","6","Loc","4"
"2788",2788,"70","28","4","Loc","3"
"2789",2789,"70","29","5","Loc","3"
"2790",2790,"70","30","3","Loc","3"
"2791",2791,"70","31","6","Loc","2"
"2792",2792,"70","32","6","Loc","3"
"2793",2793,"70","33","7","Poss","2"
"2794",2794,"70","34","6","Poss","2"
"2795",2795,"70","35","4","Poss","2"
"2796",2796,"70","36","6","Poss","1"
"2797",2797,"70","37","6","Poss","2"
"2798",2798,"70","38","5","Poss","2"
"2799",2799,"70","39","4","Poss","2"
"2800",2800,"70","40","5","Poss","1"
"2801",2801,"71","1","7","Phys","9"
"2802",2802,"71","2","5","Phys","6"
"2803",2803,"71","3","6","Phys","9"
"2804",2804,"71","4","7","Phys","6"
"2805",2805,"71","5","5","Phys","5"
"2806",2806,"71","6","5","Phys","7"
"2807",2807,"71","7","5","Phys","9"
"2808",2808,"71","8","3","Phys","5"
"2809",2809,"71","9","3","Inst","7"
"2810",2810,"71","10","5","Inst","5"
"2811",2811,"71","11","5","Inst","7"
"2812",2812,"71","12","5","Inst","5"
"2813",2813,"71","13","5","Inst","8"
"2814",2814,"71","14","2","Inst","4"
"2815",2815,"71","15","2","Inst","3"
